Tenure,Monthly_Charges,Total_Charges,Support_Calls,Internet_Usage,Contract_Type,Churn
17,94.01,1594.14,4,54.39,1,1
53,32.77,1712.6,4,49.28,1,0
8,94.75,736.38,2,67.5,0,1
69,40.76,2777.29,0,64.7,1,0
24,91.32,2187.02,4,62.43,0,1
56,55.33,3102.01,2,43.62,0,1
33,62.22,2035.31,0,64.09,2,0
45,56.73,2590.24,4,38.54,0,1
19,42.71,798.83,2,45.68,2,0
18,78.04,1354.4,0,57.83,1,0
39,93.26,3643.55,1,32.56,2,1
53,67.56,3599.23,2,90.16,1,0
3,115.91,388.62,1,51.95,2,1
36,68.96,2491.29,1,42.86,1,0
46,81.23,3745.57,1,58.27,0,1
62,53.44,3305.89,3,52.88,1,0
8,113.98,910.68,2,29.75,0,1
21,35.99,738.11,1,71.46,0,0
48,41.93,2010.41,3,55.49,1,0
12,90.39,1099.17,0,70.09,0,1
45,38.28,1729.26,0,25.38,0,0
12,37.39,454.93,5,2.75,0,1
54,27.44,1458.23,0,61.18,0,0
37,55.19,2028.59,2,40.26,1,0
41,65.05,2648.28,3,48.93,0,1
23,43.7,1014.64,2,61.89,0,1
48,71.55,3415.99,1,55.4,2,0
42,33.0,1373.91,4,47.66,0,1
50,96.19,4851.67,0,0.77,2,0
71,59.42,4188.56,2,22.53,0,1
6,34.67,237.27,0,27.28,1,0
17,50.28,873.69,1,40.78,0,1
36,24.01,853.78,0,95.49,0,0
14,92.42,1271.94,3,61.17,0,1
6,42.97,277.26,2,62.2,2,0
69,111.99,7712.1,1,62.58,0,1
65,81.09,5243.37,4,78.46,1,1
1,50.3,79.08,1,22.16,0,1
17,58.79,1011.16,2,46.31,0,1
50,22.71,1135.2,2,23.26,1,0
57,113.11,6439.05,1,40.57,0,1
42,78.24,3259.71,1,62.62,0,1
21,23.55,479.0,5,32.45,0,1
14,94.5,1347.92,1,33.81,2,1
36,74.34,2629.66,2,58.68,1,0
51,68.54,3455.4,3,62.88,0,1
60,29.73,1781.24,5,41.82,1,0
16,96.7,1560.8,1,53.01,0,1
4,28.9,114.92,2,67.89,2,0
25,73.93,1853.53,0,37.5,2,0
23,98.62,2266.66,3,69.11,2,1
30,52.56,1586.18,1,65.38,0,1
61,49.04,3009.91,2,16.67,0,1
68,27.88,1933.96,2,63.23,2,0
39,85.14,3332.87,2,62.99,0,1
51,118.45,6076.82,4,30.31,0,1
27,105.62,2847.82,2,44.86,0,1
51,21.06,1067.35,1,63.57,0,0
35,112.45,3933.75,2,43.76,0,1
32,22.43,706.06,0,57.75,1,0
50,41.33,2069.32,3,69.17,0,1
7,44.02,332.68,1,78.88,0,1
10,48.2,497.28,1,62.21,0,1
34,113.83,3844.1,2,61.1,0,1
3,62.62,214.42,2,53.72,1,1
53,105.5,5604.31,2,37.45,2,1
58,35.54,2070.91,1,73.68,0,0
30,114.17,3408.4,2,11.1,1,1
6,108.01,650.28,3,14.07,0,1
36,80.31,2870.7,1,100.22,0,1
29,62.1,1762.08,3,70.85,2,0
57,31.79,1807.65,3,39.54,2,0
40,93.86,3751.93,1,48.38,0,1
68,85.63,5841.01,1,42.67,0,1
23,54.7,1242.11,0,48.42,0,1
58,70.28,4069.86,1,56.92,0,1
59,83.96,4963.55,3,73.69,0,1
27,38.63,1049.66,2,52.78,0,1
30,56.1,1678.61,2,65.22,1,0
19,71.24,1369.57,5,62.84,1,1
44,23.66,1036.47,2,44.06,0,0
38,47.83,1818.13,3,27.71,1,0
46,98.51,4500.97,5,31.57,0,1
43,26.59,1151.58,1,47.08,0,0
69,104.12,7207.73,3,48.7,2,1
7,28.26,220.74,3,25.1,0,1
35,82.39,2884.89,3,53.95,2,1
28,47.21,1348.23,2,50.14,0,1
32,66.57,2148.99,1,57.06,1,0
70,99.86,6962.69,4,46.0,1,1
18,93.36,1685.7,1,55.04,2,1
27,47.5,1321.44,2,37.06,0,1
30,69.18,2088.55,0,41.79,2,0
12,21.64,248.38,0,47.26,0,0
35,40.2,1388.78,4,37.68,2,0
61,95.37,5813.3,1,61.33,0,1
56,80.36,4499.64,3,28.34,0,1
72,118.62,8539.38,3,55.21,0,1
71,35.23,2501.13,0,36.75,2,0
11,69.04,732.81,3,50.53,1,1
71,33.23,2389.68,4,60.19,2,0
33,88.45,2934.66,4,65.0,0,1
19,97.69,1866.7,1,66.25,1,1
30,48.62,1451.99,1,62.33,1,0
6,81.81,503.52,0,47.12,0,1
5,38.68,187.04,1,18.93,0,1
34,67.22,2282.16,1,19.22,0,1
5,102.74,493.03,4,76.02,1,1
58,106.04,6145.74,2,41.34,0,1
55,108.68,5987.19,1,90.35,2,1
36,26.52,929.46,3,19.03,0,1
63,68.79,4331.04,0,57.98,0,1
8,86.33,658.58,3,62.16,0,1
50,43.88,2217.13,2,65.79,1,0
35,23.73,865.75,0,65.18,0,0
9,43.57,385.13,2,66.2,1,0
44,75.94,3332.62,2,20.65,0,1
57,81.2,4618.5,1,67.96,1,0
34,82.96,2842.57,3,53.44,0,1
38,34.53,1307.15,3,41.76,0,1
53,97.0,5122.1,1,56.39,1,0
51,97.49,4984.53,3,58.07,0,1
10,76.62,785.63,1,33.32,1,0
19,119.34,2285.57,2,71.06,0,1
53,88.81,4701.76,1,35.31,0,1
29,58.9,1723.31,4,0.0,1,0
34,110.62,3734.9,2,50.09,0,1
17,94.56,1622.14,1,27.45,0,1
23,115.84,2681.22,1,79.38,0,1
27,92.73,2466.11,2,53.47,0,1
39,70.98,2766.74,2,29.83,0,1
1,61.54,78.96,4,69.56,0,1
15,45.68,693.53,2,46.68,1,0
1,45.35,22.29,0,35.02,0,1
71,85.33,6065.37,1,89.25,0,1
18,66.11,1174.62,0,0.0,0,1
4,34.55,139.8,1,41.3,0,1
40,61.45,2458.47,2,54.06,0,1
53,95.41,5070.28,2,74.53,0,1
52,95.56,4948.0,1,49.86,2,1
46,26.06,1200.35,1,32.64,0,0
47,26.41,1226.32,0,59.19,0,0
62,85.26,5288.91,2,77.74,0,1
23,28.23,628.37,1,47.99,1,0
57,47.27,2698.02,2,55.65,0,1
44,53.48,2376.31,1,60.42,0,1
9,83.7,736.63,2,82.96,0,1
38,105.54,4027.0,0,33.95,0,1
43,58.02,2484.13,1,48.86,0,1
36,41.27,1507.24,1,67.04,1,0
50,72.57,3591.8,3,39.2,2,1
40,56.24,2218.48,1,25.83,0,1
71,97.3,6951.46,1,27.35,0,1
56,116.71,6546.95,1,60.57,0,1
11,81.07,889.86,2,55.29,2,1
66,82.44,5497.27,1,49.92,1,0
51,106.57,5421.91,3,5.19,2,1
57,113.03,6450.43,1,59.18,0,1
58,103.8,6077.12,2,50.21,0,1
1,111.73,143.48,4,79.31,0,1
2,89.7,156.52,0,33.75,2,1
30,68.6,2044.28,2,76.16,0,1
32,41.5,1267.7,1,37.65,2,0
44,117.91,5190.31,1,39.75,0,1
51,103.91,5275.43,1,37.93,0,1
59,94.13,5531.65,1,49.07,0,1
59,92.3,5437.07,2,38.4,1,1
15,104.05,1558.75,1,24.99,0,1
50,27.82,1427.81,1,65.4,0,0
21,114.07,2361.95,0,30.16,1,1
64,107.92,6924.42,1,35.01,0,1
25,23.07,551.95,3,12.92,0,1
55,27.4,1508.55,2,81.4,0,1
27,51.44,1383.81,1,41.36,0,1
48,60.36,2886.05,3,48.61,2,0
67,110.56,7421.49,0,54.39,1,1
40,69.91,2793.59,2,80.37,0,1
69,32.55,2234.06,3,34.96,1,0
30,30.22,887.3,2,16.39,0,1
30,109.69,3303.31,3,63.4,1,1
20,22.54,439.26,0,70.67,2,0
67,49.83,3328.28,2,82.87,1,0
20,32.85,627.08,0,50.58,0,0
16,90.01,1438.15,3,52.65,0,1
9,89.33,804.9,4,81.31,1,1
49,68.54,3346.97,2,41.78,0,1
10,106.49,1088.11,2,44.75,0,1
13,107.08,1400.62,3,58.19,0,1
3,49.93,151.54,2,48.14,0,1
53,36.18,1925.47,4,61.14,0,1
46,74.08,3382.92,2,48.35,0,1
58,35.54,2059.87,1,36.95,0,1
43,116.46,4990.93,4,64.56,1,1
10,77.26,755.2,1,45.04,0,1
46,90.93,4170.6,3,5.79,2,1
9,79.53,727.21,2,55.98,0,1
24,48.77,1163.46,4,48.47,0,1
55,34.94,1937.72,3,45.33,0,1
39,38.07,1533.01,2,45.14,0,1
56,26.44,1483.16,4,51.55,1,0
47,112.03,5256.05,3,43.04,2,1
1,28.0,30.22,5,37.18,0,1
47,53.04,2480.1,3,69.19,0,1
24,63.91,1528.43,1,36.26,1,0
56,83.38,4706.27,4,41.12,0,1
19,107.25,2007.28,2,33.07,0,1
37,118.09,4364.11,3,57.46,1,1
53,99.19,5268.71,3,49.62,2,1
35,30.74,1075.01,2,37.93,2,0
69,35.46,2437.96,1,40.51,2,0
7,31.23,213.54,1,78.97,0,1
44,71.67,3152.98,1,71.73,0,1
18,98.09,1711.79,4,65.51,2,1
64,62.52,4018.67,1,47.29,0,1
18,95.41,1679.56,1,43.67,0,1
29,63.15,1850.84,2,57.13,1,0
51,42.59,2168.84,3,49.33,0,1
11,109.44,1201.55,3,50.76,0,1
72,27.26,1989.99,5,63.35,0,1
62,39.44,2431.07,3,36.77,1,0
8,34.44,271.67,1,3.86,0,1
51,93.82,4794.08,1,49.86,0,1
56,88.09,4961.86,1,58.3,1,1
4,65.12,274.85,7,20.4,0,1
11,92.26,1011.37,4,77.15,0,1
13,31.23,419.97,1,59.96,1,0
58,52.9,3092.14,2,9.07,0,1
11,55.12,611.36,3,66.24,0,1
39,30.93,1170.66,1,67.33,0,0
59,98.33,5793.89,2,59.91,0,1
19,70.6,1308.01,2,50.86,1,0
42,42.72,1829.51,3,35.92,0,1
13,52.65,689.08,0,45.29,0,1
37,21.56,798.67,2,42.53,0,0
16,40.01,637.05,1,31.33,0,1
43,89.12,3834.75,4,38.8,0,1
8,65.88,544.21,7,9.11,0,1
51,69.49,3563.22,3,38.05,1,1
3,106.02,299.34,2,80.54,0,1
64,51.18,3255.9,3,53.05,0,1
43,99.6,4262.98,1,64.39,1,1
45,38.13,1715.52,1,19.74,0,0
55,119.98,6602.57,4,37.59,0,1
63,39.78,2503.29,1,37.35,0,0
35,75.93,2652.74,2,33.58,0,1
27,25.36,692.74,2,40.98,2,0
6,70.64,402.54,2,56.32,0,1
60,114.45,6853.44,5,84.11,0,1
71,66.16,4676.41,2,49.45,0,1
9,109.58,1006.81,2,80.58,0,1
62,27.07,1621.79,2,41.89,1,0
35,27.0,966.91,2,11.45,0,1
23,85.9,1958.07,3,38.22,1,1
6,83.86,481.72,1,52.66,1,1
66,23.08,1537.84,1,86.39,0,0
65,72.17,4670.95,1,35.17,0,1
27,103.55,2799.17,0,59.68,0,1
64,62.84,4012.76,0,32.77,0,1
16,115.11,1864.91,3,86.88,1,1
56,48.0,2692.85,3,47.03,0,1
64,30.58,1950.72,0,67.64,0,0
51,118.58,6040.25,2,56.6,1,1
1,119.25,120.35,2,44.06,0,1
67,94.34,6339.06,0,55.54,0,1
8,42.56,343.98,1,58.35,0,1
22,48.72,1102.14,0,40.04,0,1
11,35.55,408.11,0,23.78,0,0
46,57.46,2655.91,3,62.04,0,1
34,89.32,3032.06,3,53.8,0,1
51,115.37,5872.29,2,52.41,1,1
44,88.83,3881.45,1,57.48,0,1
4,49.49,207.56,3,34.31,0,1
3,89.15,286.33,1,1.35,0,1
45,56.21,2505.26,2,33.53,1,0
26,119.15,3090.48,2,94.81,0,1
27,31.09,828.15,3,58.99,0,1
4,82.26,322.6,1,57.01,1,1
18,99.47,1777.65,2,34.94,0,1
14,52.38,740.2,3,54.4,1,0
18,82.6,1507.37,0,55.18,0,1
8,93.83,712.93,3,46.59,0,1
68,28.63,1958.99,0,37.65,0,0
72,60.16,4338.77,2,68.66,1,0
71,52.0,3708.48,0,44.74,0,0
23,36.43,834.85,0,54.91,2,0
42,34.54,1462.09,4,41.69,2,0
30,110.69,3332.38,0,54.07,1,1
36,35.55,1289.64,3,50.09,1,0
34,95.44,3237.05,2,63.0,0,1
7,80.66,524.75,1,44.62,2,1
9,84.94,754.87,3,63.11,0,1
63,98.89,6234.14,3,20.48,0,1
32,117.04,3750.71,4,52.12,0,1
9,21.83,164.3,4,74.99,1,0
34,33.84,1185.15,3,73.98,0,1
54,22.45,1203.58,0,10.46,0,0
42,34.46,1424.49,2,63.74,2,0
45,74.52,3367.01,1,42.83,1,0
30,98.03,2951.22,4,91.34,0,1
56,104.83,5932.13,3,59.94,2,1
53,102.65,5441.86,1,37.41,0,1
8,97.61,783.42,0,72.86,0,1
56,97.13,5427.97,5,77.76,0,1
66,84.9,5607.44,4,24.72,0,1
15,87.98,1342.13,0,37.1,0,1
42,22.61,964.18,3,37.37,0,1
53,92.13,4879.49,2,58.95,0,1
51,21.76,1107.88,3,89.39,0,1
55,99.59,5474.49,3,62.16,0,1
50,95.14,4745.34,3,37.6,0,1
41,101.86,4166.67,7,58.1,0,1
3,59.81,184.63,2,64.67,2,1
60,99.59,5954.33,1,56.67,1,1
17,117.43,2017.82,1,62.85,0,1
28,108.33,3039.06,3,39.92,0,1
48,95.74,4598.75,0,34.72,0,1
20,86.29,1742.78,1,74.93,1,1
40,20.01,781.15,0,25.3,1,0
61,72.08,4412.33,0,44.81,0,1
49,38.27,1908.73,2,39.4,0,1
54,100.91,5417.15,1,57.67,0,1
59,117.59,6954.38,7,21.76,1,1
36,40.18,1434.99,2,54.16,0,1
63,68.81,4332.42,3,56.68,0,1
35,48.63,1703.03,2,45.5,0,1
28,32.28,902.06,2,45.17,0,1
56,104.37,5826.54,1,33.28,2,1
68,109.61,7449.28,2,39.43,2,1
28,98.47,2790.67,1,87.85,0,1
44,117.1,5147.65,2,34.38,0,1
38,81.4,3092.69,1,21.38,0,1
2,70.28,128.26,2,45.69,0,1
72,79.29,5720.42,0,63.99,1,0
61,51.4,3136.71,1,16.8,0,1
52,98.96,5156.56,0,67.92,1,1
4,22.83,89.37,1,39.35,2,0
16,80.33,1300.71,2,46.07,0,1
72,97.94,7029.48,2,34.26,0,1
17,28.85,489.04,3,67.69,0,1
23,47.64,1092.47,5,24.74,0,1
67,26.72,1771.47,1,71.18,1,0
22,20.94,449.94,4,58.24,1,0
64,83.59,5344.08,2,93.1,0,1
61,100.64,6152.61,2,47.98,0,1
25,110.26,2755.69,4,58.12,1,1
16,75.52,1186.87,0,42.3,2,0
16,23.05,337.59,3,50.87,2,0
68,70.73,4804.05,0,54.12,2,0
22,56.31,1226.18,2,67.65,1,0
18,97.89,1743.19,4,26.23,0,1
38,66.28,2505.37,2,67.0,1,1
22,60.44,1323.99,2,65.6,0,1
18,53.85,971.52,1,67.65,0,1
14,117.9,1643.46,3,69.28,0,1
28,77.42,2146.93,2,39.3,0,1
21,21.29,494.43,4,51.39,2,0
50,116.01,5773.4,2,33.03,0,1
48,91.33,4400.38,4,51.48,1,1
11,44.44,502.95,3,27.25,1,0
1,42.27,28.18,1,45.9,0,1
71,106.5,7548.8,3,56.72,2,1
6,44.0,263.08,2,61.44,2,0
36,26.1,926.5,2,11.11,0,1
62,48.51,3028.09,5,54.1,1,0
29,20.41,643.56,1,49.62,0,0
38,94.57,3588.79,1,72.21,0,1
28,43.34,1229.09,1,33.92,0,1
30,23.8,703.3,1,27.82,1,0
16,98.54,1569.9,2,40.49,1,1
63,22.21,1395.49,6,37.77,0,1
31,90.04,2807.11,1,53.09,2,1
72,44.62,3210.81,3,72.51,0,1
20,23.32,476.68,2,80.41,0,0
61,98.03,5968.07,2,75.97,1,1
69,94.25,6521.77,3,40.6,2,1
36,64.98,2331.49,3,36.39,2,0
3,47.96,138.38,1,50.9,0,1
52,86.99,4547.36,2,78.36,1,1
20,79.04,1601.26,1,41.44,0,1
42,67.73,2848.4,1,47.79,0,1
64,29.51,1895.69,4,56.19,1,0
31,76.52,2370.03,5,43.53,2,1
69,102.49,7059.72,1,62.25,0,1
13,112.92,1492.88,3,56.98,0,1
71,88.4,6283.0,3,51.74,0,1
59,43.31,2551.74,4,54.23,1,0
53,22.46,1222.46,0,31.26,0,0
50,52.42,2621.98,4,47.97,0,1
6,73.88,425.24,2,66.92,0,1
71,31.58,2231.41,3,16.32,0,1
46,117.24,5386.3,4,89.52,1,1
59,38.19,2232.22,2,40.63,2,0
20,34.15,702.58,1,13.77,0,1
23,64.58,1460.32,2,61.48,0,1
5,99.3,507.78,0,83.13,0,1
58,112.8,6547.39,3,83.21,0,1
32,24.64,774.22,0,74.82,0,0
1,30.07,31.13,2,28.88,0,1
42,86.39,3633.07,3,55.43,0,1
61,92.59,5625.03,3,73.49,0,1
29,22.76,653.35,3,16.82,1,0
33,31.41,1011.67,2,65.87,0,1
3,110.97,375.57,1,63.59,0,1
69,31.6,2206.27,2,51.11,0,0
44,30.49,1360.34,3,83.23,1,0
26,46.26,1235.68,1,61.37,0,1
44,72.42,3195.03,2,21.52,0,1
21,96.37,2010.14,1,47.66,2,1
56,83.25,4656.07,3,76.99,0,1
5,28.22,164.61,3,71.51,2,0
5,115.67,568.79,1,40.62,0,1
9,89.97,815.22,3,70.15,0,1
58,35.36,2054.96,2,67.67,0,1
65,52.18,3366.28,4,81.9,1,0
31,81.68,2512.86,1,54.13,1,0
23,51.22,1149.49,2,29.44,0,1
58,89.0,5157.41,3,69.54,0,1
67,83.29,5624.12,3,51.64,1,1
9,72.14,671.37,3,73.63,1,1
48,117.5,5644.97,1,61.96,2,1
58,31.93,1839.13,4,23.84,2,0
11,61.25,705.3,1,59.72,1,0
41,32.4,1349.49,4,2.89,0,1
45,20.12,935.1,4,39.21,0,1
56,40.32,2255.64,1,70.99,0,0
54,33.47,1805.61,1,16.01,1,0
60,110.11,6615.31,1,50.92,0,1
19,109.87,2085.34,1,36.71,0,1
65,99.48,6453.49,0,26.24,1,1
60,52.92,3160.01,3,62.42,0,1
57,42.85,2437.97,2,57.83,0,1
59,25.96,1526.8,3,33.03,1,0
6,58.38,355.64,2,52.34,1,1
1,108.14,81.94,2,43.74,0,1
11,108.75,1182.03,3,20.3,0,1
10,62.04,628.11,3,59.69,0,1
45,117.92,5293.16,0,83.86,0,1
50,90.67,4554.18,2,26.06,0,1
28,89.09,2487.09,2,21.57,2,1
46,39.7,1818.24,4,43.39,0,1
70,41.59,2933.46,0,27.31,0,0
11,116.9,1294.66,1,62.83,0,1
66,99.27,6563.31,0,68.6,0,1
38,23.73,869.72,0,75.58,0,0
69,76.13,5239.05,1,39.68,0,1
39,52.27,2034.44,0,40.14,0,0
70,114.18,7989.13,2,50.96,1,1
60,22.76,1352.62,1,34.16,0,0
9,66.09,635.51,1,67.08,0,1
48,42.66,2063.62,2,45.2,2,0
61,110.97,6785.48,1,65.15,1,1
46,31.39,1424.87,2,73.43,0,0
58,45.3,2640.54,2,36.87,2,0
66,54.77,3608.8,0,51.68,2,0
53,64.65,3448.39,1,13.85,0,1
29,63.42,1850.03,2,33.06,0,1
60,35.47,2154.56,1,85.69,0,0
34,43.02,1491.87,3,48.37,1,0
66,84.92,5583.65,0,12.3,0,1
24,40.73,1037.85,2,50.85,1,0
45,64.0,2855.9,1,44.4,0,1
72,87.2,6274.41,4,71.38,1,1
59,91.66,5370.13,1,34.0,2,1
34,22.44,789.64,1,38.27,0,0
31,115.46,3577.6,3,49.63,2,1
8,64.26,489.96,2,58.15,0,1
43,24.29,1038.86,1,19.75,1,0
60,60.41,3615.99,3,32.26,1,0
19,69.97,1346.04,0,70.08,1,0
63,103.48,6552.27,3,26.19,0,1
57,45.5,2610.62,1,58.41,0,1
3,59.04,172.3,1,39.39,0,1
23,46.99,1050.09,2,34.78,0,1
15,33.44,524.29,4,96.68,2,0
28,54.53,1517.88,2,54.01,0,1
3,97.63,288.49,1,62.72,1,1
36,47.01,1700.85,0,47.35,2,0
57,52.06,2957.23,0,71.3,2,0
52,92.1,4809.16,2,63.36,0,1
64,56.27,3630.31,5,32.96,2,1
48,61.22,2917.91,3,36.14,0,1
27,39.93,1105.29,2,38.33,0,1
61,112.72,6886.66,4,63.09,2,1
57,105.25,5979.42,2,44.54,0,1
25,112.66,2796.13,1,54.9,2,1
57,68.38,3913.6,3,11.29,1,1
13,64.56,860.88,3,54.76,0,1
44,104.65,4615.64,1,26.35,2,1
40,34.05,1361.73,4,52.17,0,1
47,80.07,3775.87,0,53.36,0,1
48,47.32,2281.43,2,36.33,1,0
13,41.14,530.04,0,52.97,0,0
5,53.69,262.18,4,76.13,0,1
65,30.74,1984.05,0,62.65,0,0
21,90.84,1919.99,2,57.47,1,1
6,44.95,263.17,1,64.35,0,1
57,99.39,5661.18,1,48.19,2,1
70,48.15,3366.1,1,57.84,0,1
20,101.15,2005.31,0,58.69,1,0
71,25.45,1797.38,5,104.0,1,0
22,95.08,2116.03,2,61.25,0,1
25,109.42,2788.15,2,52.73,0,1
67,55.46,3712.15,2,37.43,1,0
58,76.28,4432.54,3,60.63,0,1
48,108.75,5192.98,1,22.1,0,1
28,85.58,2416.95,2,5.52,0,1
48,34.53,1646.51,1,54.05,0,0
4,46.99,203.49,2,85.32,0,1
71,30.47,2193.17,5,0.0,1,0
18,76.34,1346.8,2,35.99,1,1
57,41.53,2369.46,3,40.89,0,1
13,68.07,865.17,3,35.02,0,1
47,81.59,3833.08,2,31.99,2,1
4,37.98,148.17,1,30.42,0,1
48,58.68,2795.13,3,71.94,0,1
66,54.06,3587.43,2,80.5,1,0
41,56.84,2354.56,1,85.08,1,0
17,46.55,777.16,5,60.27,1,1
26,86.49,2238.17,1,65.5,0,1
25,112.58,2796.99,3,39.09,1,1
35,81.51,2835.09,5,55.88,1,1
32,106.28,3427.52,2,63.35,1,1
17,55.55,910.03,3,11.75,0,1
68,60.26,4083.13,2,82.97,0,1
7,108.59,736.32,3,58.17,0,1
7,119.71,810.07,3,63.33,0,1
35,102.12,3587.12,0,51.77,0,1
7,95.99,676.11,2,33.73,0,1
30,31.27,922.52,0,42.89,0,0
21,26.39,561.98,1,54.48,0,0
10,113.53,1119.86,0,28.38,0,1
18,23.63,425.11,4,36.89,1,0
58,43.96,2549.49,2,34.75,0,1
19,40.21,779.62,2,59.98,0,1
11,59.68,683.94,3,54.8,2,1
34,101.42,3450.41,1,65.31,0,1
53,36.12,1919.86,0,20.06,2,0
18,100.29,1817.78,2,37.79,0,1
49,112.3,5481.53,1,73.88,1,1
46,100.82,4652.95,0,98.17,0,1
47,63.37,3027.2,5,55.65,0,1
31,66.74,2045.02,1,46.53,1,0
36,86.83,3130.75,2,78.22,0,1
32,99.43,3193.48,1,56.38,0,1
55,99.37,5473.64,3,47.62,1,1
46,111.53,5140.46,2,69.9,0,1
33,65.31,2176.13,2,81.78,1,0
63,55.12,3438.26,4,46.05,0,1
71,68.45,4878.47,1,77.58,0,1
60,73.23,4375.92,2,54.24,0,1
23,65.63,1500.44,1,53.59,0,1
43,65.24,2823.03,2,47.81,0,1
5,48.67,257.34,2,24.04,0,1
48,86.89,4186.9,0,75.83,1,0
24,90.14,2142.65,3,28.1,0,1
14,72.86,1022.67,2,63.26,1,0
1,77.83,84.62,1,31.76,2,1
27,107.56,2913.17,1,85.96,0,1
67,94.85,6366.17,3,27.9,0,1
21,35.04,732.88,2,21.39,0,1
24,88.93,2144.88,1,24.45,1,1
26,119.32,3091.63,2,53.98,0,1
43,42.95,1875.42,2,42.97,0,1
34,47.56,1620.35,1,47.19,1,0
41,73.55,3010.61,0,68.27,0,1
41,67.36,2780.07,2,51.85,0,1
11,39.1,460.68,4,98.42,0,1
41,96.34,3917.51,2,40.04,0,1
5,83.82,450.77,2,63.11,0,1
13,26.88,349.84,3,58.35,0,1
21,40.19,844.64,2,73.62,1,0
5,71.62,323.49,2,31.06,0,1
38,35.03,1321.83,0,32.41,2,0
71,84.98,6036.04,1,50.92,2,0
31,92.86,2872.68,5,29.72,0,1
13,53.37,714.95,1,69.35,0,1
35,113.84,3996.36,1,35.5,0,1
23,91.77,2114.51,3,84.23,1,1
72,31.66,2276.04,2,19.0,1,0
42,20.82,879.7,1,26.15,1,0
71,40.05,2852.6,1,21.8,1,0
25,92.13,2296.59,3,37.68,0,1
20,38.36,755.53,1,46.22,1,0
68,110.24,7480.45,1,86.72,1,1
25,81.99,2053.26,2,17.63,1,1
26,47.56,1239.67,0,40.97,1,0
2,115.31,241.56,1,25.71,1,1
5,27.55,153.8,5,51.3,0,1
20,24.1,488.52,2,71.91,0,1
54,82.37,4437.05,1,44.7,1,0
14,117.38,1642.39,0,58.44,0,1
23,34.97,804.89,1,69.39,0,0
38,55.94,2100.3,0,36.53,0,1
27,87.47,2341.01,2,0.0,2,1
50,92.17,4604.3,3,15.9,2,1
67,69.67,4685.63,2,55.56,0,1
26,95.18,2486.29,3,10.99,0,1
19,64.31,1233.67,2,23.75,0,1
47,101.93,4787.93,0,26.19,2,1
21,78.13,1683.76,4,10.47,1,1
53,79.19,4181.85,1,17.59,2,0
2,49.76,137.88,1,39.2,1,1
24,73.32,1762.53,1,51.08,1,0
40,55.83,2226.32,1,43.65,0,1
69,116.97,8046.6,0,50.91,2,1
4,72.57,290.81,5,59.72,1,1
3,71.06,203.85,2,42.64,0,1
59,80.62,4722.07,1,24.91,0,1
26,71.24,1837.02,0,61.9,2,0
19,103.22,1961.76,3,28.41,0,1
28,87.35,2422.89,2,66.84,0,1
62,85.94,5325.96,2,40.53,0,1
47,26.13,1225.96,1,50.81,0,0
22,28.18,608.96,0,82.59,2,0
41,73.02,2969.26,3,49.77,0,1
41,77.99,3171.24,3,60.31,0,1
17,80.2,1347.18,0,56.75,0,1
52,93.54,4882.29,2,88.73,0,1
36,68.28,2444.44,1,51.91,1,0
27,29.64,794.24,2,38.35,1,0
14,46.47,654.48,1,32.47,0,1
54,41.3,2240.28,1,51.04,0,0
20,29.19,606.39,2,56.71,0,1
40,116.6,4653.84,2,41.76,0,1
53,51.55,2744.23,4,43.0,0,1
9,60.23,550.7,3,40.48,1,0
2,43.24,90.82,1,81.57,1,1
39,57.76,2275.48,2,54.25,0,1
70,77.54,5424.97,1,47.0,0,1
54,64.49,3460.61,1,6.06,0,1
42,39.48,1655.08,1,77.46,0,0
39,107.97,4193.17,4,64.57,0,1
31,91.93,2850.53,4,81.31,1,1
33,56.55,1857.47,1,39.91,0,1
34,35.28,1201.13,5,61.35,1,0
6,111.03,668.75,2,84.44,1,1
13,30.61,399.34,3,57.34,0,1
17,33.89,569.38,2,60.61,2,0
55,104.52,5751.09,3,93.88,1,1
51,37.51,1879.93,3,35.56,1,0
7,26.88,193.32,2,32.87,0,1
34,42.56,1459.08,1,40.32,1,0
61,108.16,6585.08,1,30.25,0,1
36,50.62,1852.22,4,36.76,1,0
14,35.78,486.32,2,54.5,1,0
52,58.23,3034.28,4,18.74,1,0
20,27.0,578.3,5,48.47,0,1
7,101.74,700.56,2,45.14,1,1
39,47.34,1845.13,5,64.79,0,1
20,45.05,921.19,3,35.39,1,0
26,113.74,2946.94,6,26.2,0,1
21,119.01,2510.62,5,52.86,1,1
60,31.16,1879.83,2,58.14,1,0
64,63.7,4083.12,0,49.55,1,0
36,61.36,2211.36,0,43.46,0,1
60,111.64,6714.52,2,25.76,2,1
20,111.61,2229.42,1,42.0,0,1
9,49.61,438.9,5,48.18,1,1
22,86.58,1910.11,1,78.31,0,1
47,101.16,4764.05,0,28.02,1,1
49,99.97,4906.23,3,54.66,0,1
70,33.54,2323.54,1,50.99,0,0
72,96.95,6971.52,1,19.75,0,1
10,77.54,779.85,4,45.76,0,1
57,37.02,2082.71,2,70.2,1,0
23,51.79,1192.94,3,44.83,0,1
39,21.3,810.85,0,48.96,1,0
62,54.13,3371.24,2,62.76,1,0
26,92.36,2398.1,2,50.04,0,1
72,73.11,5262.44,0,49.4,2,0
20,81.14,1624.57,1,66.85,0,1
67,86.34,5784.04,5,60.92,0,1
