Marketing_Spend,Seasonality_Index,Product_Price,Promotion_Discount,Competitor_Price,Weekly_Sales
3995.89,1.2,97.99,0.45,97.74,489
8264.75,0.62,68.66,0.38,71.41,755
7150.93,1.12,60.7,0.19,67.59,753
7797.71,1.11,42.35,0.38,43.09,822
5888.8,0.79,93.6,0.34,88.89,636
4436.55,1.28,88.34,0.1,89.63,576
8302.52,1.18,46.65,0.4,41.06,867
5990.86,0.6,90.87,0.07,90.7,665
5635.15,1.05,15.99,0.12,17.71,738
7613.6,0.93,22.65,0.12,24.04,932
2717.8,1.19,26.16,0.35,33.9,591
6274.04,1.07,50.25,0.38,53.14,718
3739.73,0.79,20.18,0.45,19.75,699
1193.04,0.75,76.38,0.31,75.97,347
7739.81,0.96,53.23,0.39,52.04,764
5272.17,1.26,72.19,0.05,75.63,606
9129.23,1.45,21.28,0.09,30.67,889
5501.5,1.27,50.28,0.2,45.69,713
1091.7,0.87,81.2,0.08,78.63,399
4678.73,1.05,29.97,0.18,28.98,769
2539.66,0.89,72.09,0.18,72.71,505
9289.71,0.54,22.4,0.04,33.86,878
5012.19,0.79,52.44,0.43,51.7,639
5596.25,0.52,86.26,0.07,90.49,614
4289.47,1.23,45.36,0.24,40.02,736
5700.02,1.38,22.39,0.25,16.17,921
1745.13,1.37,54.42,0.02,57.86,454
5128.6,1.3,59.56,0.09,64.77,630
6970.99,0.6,38.83,0.47,41.22,829
4350.29,1.19,49.29,0.4,51.5,640
4534.01,1.31,56.93,0.5,59.38,586
8536.78,0.88,96.36,0.46,102.84,818
5829.64,0.57,22.36,0.05,20.9,759
6288.83,0.95,68.65,0.01,66.51,773
3671.35,0.87,69.13,0.21,69.32,555
5346.82,1.34,62.48,0.28,60.63,637
1485.65,0.75,14.83,0.26,18.31,520
4872.67,1.28,35.04,0.41,41.64,703
8224.26,0.95,22.85,0.26,23.27,779
2453.12,0.76,62.12,0.46,59.46,596
7880.3,0.88,70.5,0.25,64.64,772
4367.94,0.61,77.33,0.31,72.39,607
1243.56,1.32,20.77,0.41,22.56,586
9578.87,0.65,26.34,0.22,33.37,861
2632.22,1.33,41.34,0.43,42.23,654
4012.92,0.55,60.92,0.0,63.29,576
5326.55,0.54,41.22,0.18,38.24,763
9544.99,1.36,80.62,0.33,81.16,920
6230.51,1.06,45.18,0.39,41.84,693
9148.07,0.51,75.65,0.24,83.03,806
6080.19,1.08,88.3,0.32,85.56,722
2848.56,0.92,98.75,0.2,95.85,449
6079.35,1.1,92.32,0.15,93.13,644
1904.0,1.21,91.45,0.28,94.19,353
2053.53,1.14,16.63,0.27,19.54,610
2040.99,1.45,48.92,0.21,50.63,477
1110.27,1.06,56.11,0.36,58.69,450
2361.58,0.95,82.38,0.22,77.08,578
4176.81,0.83,39.82,0.36,41.69,642
1649.05,0.69,60.19,0.35,52.55,633
1055.47,1.15,33.63,0.06,34.35,468
2010.45,1.05,52.17,0.01,48.58,440
9424.52,1.1,53.47,0.34,57.86,874
5730.74,1.42,29.17,0.32,30.19,753
4915.21,1.38,14.44,0.24,21.64,732
5384.42,0.83,66.34,0.35,61.61,593
5993.28,0.61,23.44,0.09,29.47,723
1970.48,0.89,58.84,0.08,60.89,434
6262.81,1.09,45.51,0.2,43.59,751
8508.01,0.78,13.07,0.32,8.34,924
6045.81,0.8,69.59,0.48,65.03,718
8947.43,1.29,47.31,0.44,46.96,833
2244.07,1.23,24.51,0.09,28.8,582
8432.98,1.2,70.6,0.41,71.82,809
6963.53,0.96,67.33,0.4,70.25,765
6433.05,0.95,84.07,0.06,83.78,625
6298.96,0.51,63.48,0.38,59.45,652
2070.51,0.99,18.29,0.47,24.36,556
6777.48,0.52,15.01,0.42,14.99,842
4589.02,1.05,88.34,0.23,86.29,573
1569.31,0.51,70.07,0.38,60.41,519
2847.3,1.07,94.3,0.41,95.31,451
4983.2,0.7,25.83,0.47,27.16,830
9936.8,1.4,15.82,0.06,19.92,912
4875.99,1.2,36.28,0.01,31.88,709
2348.01,0.97,31.13,0.3,37.78,622
9115.39,1.07,99.33,0.43,107.82,711
1317.14,0.96,47.43,0.24,37.01,511
2140.54,0.84,58.79,0.04,59.29,522
5263.52,0.64,48.09,0.33,52.68,633
1835.01,1.27,51.81,0.48,53.14,398
6144.27,0.93,80.36,0.19,77.01,568
2419.9,1.34,14.17,0.19,18.54,674
6857.72,1.24,92.4,0.34,83.24,702
2058.98,0.88,83.86,0.45,84.62,404
8290.94,1.2,10.49,0.4,8.14,895
7604.47,1.19,76.98,0.49,81.85,815
9328.63,1.02,66.91,0.36,56.62,804
1615.76,1.22,69.25,0.11,69.03,436
5997.67,0.81,77.02,0.49,77.85,713
7379.68,0.9,83.57,0.13,80.56,732
9123.98,0.54,70.24,0.06,69.86,856
5338.49,0.69,18.18,0.16,10.63,784
9561.84,1.24,15.23,0.14,10.63,1040
2102.31,1.28,66.78,0.02,72.38,555
4899.06,1.33,91.78,0.46,86.35,530
3278.55,1.48,65.99,0.25,67.06,631
2398.49,1.42,27.86,0.24,19.91,698
3581.04,0.95,57.13,0.47,58.57,579
6982.46,1.45,19.77,0.07,14.85,758
5348.82,1.08,90.15,0.41,91.36,552
2633.94,0.61,62.03,0.33,51.15,619
1285.48,1.29,73.47,0.18,76.37,464
9311.5,1.05,33.75,0.06,38.57,947
3827.22,0.89,61.31,0.2,60.34,562
2148.27,1.26,59.11,0.45,53.51,581
2315.33,1.08,56.26,0.44,56.39,451
3280.83,1.33,69.5,0.46,60.9,577
3077.31,1.16,48.89,0.34,57.81,647
3515.95,1.24,41.61,0.44,33.76,691
3029.59,0.89,88.26,0.39,88.14,462
4875.82,1.31,55.61,0.08,47.63,659
7890.43,0.58,27.0,0.16,25.3,928
1244.61,1.28,44.3,0.1,47.59,440
2714.16,1.43,65.59,0.44,52.05,496
7407.87,0.76,33.49,0.15,26.84,831
2339.92,1.35,98.96,0.49,96.41,510
7671.97,0.98,70.36,0.06,75.55,713
5633.29,1.49,68.42,0.17,75.4,645
8934.53,1.41,55.62,0.42,54.57,844
1091.44,1.35,48.73,0.29,42.15,440
8059.21,1.08,18.3,0.44,23.82,854
6149.9,1.49,64.32,0.45,66.86,749
5219.91,0.62,66.53,0.4,64.57,585
2311.48,0.78,44.41,0.24,48.88,450
3106.57,1.37,50.26,0.04,56.59,601
8074.27,0.81,13.96,0.5,24.63,860
2341.08,1.17,99.11,0.31,104.53,519
5746.12,1.37,23.46,0.3,26.66,784
2868.67,1.29,43.04,0.08,42.43,594
5403.45,1.26,18.08,0.24,19.17,779
3292.66,1.35,30.08,0.15,24.96,693
4160.0,0.71,88.73,0.24,86.12,536
8222.0,0.51,21.02,0.46,19.23,868
1334.06,1.31,89.29,0.05,78.95,395
9318.68,1.22,93.96,0.35,93.36,801
3874.44,1.39,33.84,0.35,29.57,645
6364.38,0.78,88.38,0.19,84.75,677
2995.79,1.48,56.63,0.44,61.9,562
4228.62,0.61,12.66,0.48,14.3,664
5136.99,0.66,79.4,0.39,78.28,629
7198.72,1.01,88.84,0.1,86.3,619
8857.81,1.22,76.14,0.0,72.71,810
8795.16,0.98,23.75,0.32,29.52,880
4033.08,1.06,35.61,0.07,29.98,679
1798.41,0.74,33.46,0.12,32.37,553
9325.17,0.77,16.68,0.19,7.57,958
1276.27,1.32,51.83,0.05,49.53,454
8929.58,0.77,85.09,0.33,92.24,723
1232.4,0.96,20.84,0.25,15.93,703
9789.59,1.45,99.29,0.07,101.51,784
1100.33,0.72,94.32,0.38,100.0,314
1152.99,1.07,93.7,0.41,98.87,339
5578.4,1.3,68.21,0.35,62.44,640
7000.93,1.02,55.64,0.35,54.4,737
4175.03,1.29,57.45,0.1,57.29,633
6453.07,1.11,42.63,0.37,40.13,761
8612.71,0.75,22.16,0.37,13.92,805
8160.26,0.93,29.68,0.48,25.62,815
8956.71,1.35,29.94,0.47,22.81,841
2432.46,0.99,72.3,0.06,72.17,561
3021.73,1.23,58.06,0.19,59.2,650
6289.42,1.31,67.44,0.11,66.89,718
7513.02,1.07,85.15,0.27,83.5,733
1966.27,1.07,62.37,0.01,68.64,443
2580.69,0.54,22.08,0.35,27.1,604
9306.38,1.03,18.55,0.07,20.32,893
1232.54,0.76,15.37,0.31,9.77,454
4616.14,0.78,88.27,0.37,92.95,615
2897.7,0.56,84.82,0.35,82.92,510
7968.9,0.72,20.04,0.07,21.21,900
8772.27,1.2,43.76,0.49,32.17,888
3222.91,1.39,44.57,0.27,41.8,587
6308.95,0.93,62.6,0.28,57.45,723
8588.88,0.92,88.65,0.37,98.3,682
6386.55,1.27,19.16,0.11,18.8,806
6406.33,0.56,46.91,0.07,50.38,758
4715.77,1.43,52.64,0.34,63.33,618
6877.21,0.56,25.81,0.08,29.11,818
9643.01,0.64,62.69,0.4,63.79,937
3696.65,0.66,90.45,0.34,94.07,535
2805.38,1.38,69.04,0.17,62.66,506
9623.24,1.08,83.7,0.49,88.55,875
1541.58,1.08,21.04,0.33,27.85,519
8559.19,1.39,57.73,0.32,61.35,905
9188.16,1.32,85.2,0.11,77.77,897
2974.86,1.49,60.79,0.36,60.34,631
4831.38,1.31,34.75,0.08,36.46,750
2107.26,1.11,27.6,0.45,24.27,552
4302.7,0.56,59.86,0.03,56.04,646
5115.9,0.7,27.5,0.25,32.56,717
5586.11,1.19,98.2,0.36,112.61,584
2102.13,1.09,93.09,0.27,95.28,462
4632.58,0.66,83.4,0.21,81.58,552
6626.3,0.85,12.33,0.27,16.71,865
5501.28,1.44,49.43,0.29,48.61,610
8572.78,1.2,20.62,0.49,24.48,841
9559.64,0.72,39.38,0.3,45.16,947
8351.69,1.26,22.86,0.28,19.03,900
1426.44,0.58,41.65,0.3,44.48,528
2932.05,1.33,15.6,0.42,22.46,558
1788.47,1.45,62.19,0.21,66.54,445
4904.49,1.14,54.55,0.08,52.18,660
7514.2,0.67,18.04,0.13,22.57,855
1291.2,0.53,62.78,0.16,60.22,443
3403.44,1.11,27.48,0.47,28.32,556
1845.09,0.62,34.61,0.36,33.02,569
4690.97,1.46,58.39,0.03,54.95,594
9327.99,1.08,95.41,0.19,94.01,803
4715.51,0.92,87.94,0.32,82.2,612
6712.61,0.51,59.93,0.47,59.75,690
4483.23,1.21,36.87,0.13,38.6,620
7583.11,1.13,11.2,0.44,5.91,942
7687.25,0.95,98.43,0.2,94.72,756
2242.43,1.39,59.13,0.11,65.46,562
6878.85,0.91,59.11,0.09,63.77,735
4477.18,0.74,98.22,0.39,96.56,490
8737.72,1.16,58.67,0.27,57.87,909
2420.35,1.42,12.88,0.22,7.88,652
9076.9,1.48,43.26,0.39,35.57,923
5603.7,0.5,65.41,0.26,61.73,622
3299.68,0.83,25.9,0.03,23.06,654
4011.96,0.97,94.69,0.11,89.35,669
1045.1,1.24,55.82,0.45,52.33,430
9549.18,0.89,81.95,0.04,82.15,842
3024.77,1.05,72.87,0.43,79.88,453
9187.63,0.89,17.95,0.1,11.77,973
8676.67,0.54,41.95,0.25,46.75,837
4141.7,0.98,77.97,0.42,81.13,517
2898.21,1.42,87.38,0.32,89.84,518
4839.48,0.92,72.86,0.05,67.79,635
9402.1,1.08,82.64,0.41,87.02,824
8696.08,0.52,49.05,0.14,43.15,933
5397.56,1.28,36.26,0.23,39.51,665
5909.94,1.44,54.94,0.07,48.08,739
4677.82,1.49,52.67,0.48,61.84,609
9502.8,0.78,14.99,0.23,12.54,1021
9900.26,0.73,50.71,0.0,58.4,943
3602.38,1.36,20.46,0.22,16.81,667
9547.49,1.45,14.74,0.04,19.27,855
9553.8,1.44,77.5,0.41,85.66,849
5261.0,0.59,37.08,0.19,44.02,725
4734.12,0.93,59.93,0.15,52.43,770
8823.74,0.66,58.6,0.37,65.6,840
9487.52,0.91,95.63,0.07,88.05,825
4621.42,0.89,71.48,0.03,68.75,694
5429.82,1.06,32.6,0.38,36.96,682
4008.09,0.85,98.48,0.32,103.02,477
2880.5,0.9,15.79,0.01,4.81,608
9965.92,0.6,29.65,0.14,33.62,906
2699.47,0.65,24.85,0.28,25.12,660
8327.6,1.31,26.16,0.31,27.29,814
4785.25,1.05,79.32,0.38,76.75,637
1752.98,0.84,72.09,0.28,62.58,509
3924.37,1.2,10.19,0.32,8.98,770
1748.19,0.96,40.41,0.28,39.58,550
9837.55,1.49,71.19,0.24,60.9,909
3386.8,0.94,94.39,0.44,91.48,452
7714.33,1.48,51.1,0.4,47.79,879
4830.56,0.53,75.16,0.47,71.93,551
7114.83,1.11,58.11,0.18,56.74,786
3295.66,0.55,80.85,0.06,82.19,483
1847.25,1.19,59.44,0.38,54.94,546
8276.93,1.12,34.2,0.03,30.65,898
7450.44,0.91,38.38,0.08,36.13,792
1984.65,1.04,88.54,0.4,88.75,452
7578.53,0.7,84.99,0.44,88.87,779
6378.77,0.83,60.67,0.08,61.17,601
2543.4,0.77,64.4,0.45,70.66,446
8430.45,0.51,33.69,0.36,38.98,841
7290.1,0.68,25.62,0.25,27.75,843
5561.37,1.18,10.36,0.22,1.75,735
2607.71,0.62,77.87,0.46,85.19,462
5861.48,1.02,29.25,0.45,22.53,690
2464.39,1.25,88.05,0.15,88.77,517
2655.57,1.31,98.1,0.27,101.37,371
3172.09,1.42,71.12,0.27,76.24,577
6890.61,0.98,94.74,0.11,101.37,583
7116.9,1.01,92.55,0.14,95.22,684
1654.85,1.37,27.98,0.46,27.81,562
6858.07,1.19,88.41,0.33,86.54,631
1311.37,1.13,74.55,0.02,71.95,462
9144.88,0.81,23.35,0.3,18.84,918
8007.98,1.43,77.16,0.42,76.32,754
7519.52,1.21,53.61,0.15,59.04,703
3152.88,1.3,14.84,0.13,23.23,673
9888.02,0.83,78.98,0.03,75.24,870
9318.85,0.7,89.11,0.27,93.72,758
5409.32,1.04,83.29,0.21,80.43,574
1312.19,1.31,10.9,0.04,-0.8,592
5602.52,0.82,63.17,0.25,56.58,646
2385.8,1.44,71.27,0.29,72.61,477
6334.28,0.88,89.07,0.42,93.74,682
9879.27,1.21,17.49,0.08,20.41,1026
7812.31,1.24,61.24,0.22,71.31,730
3900.33,1.22,66.34,0.17,66.99,515
4547.43,1.03,45.76,0.14,49.47,675
9501.18,1.31,94.07,0.17,93.85,853
1991.48,1.22,36.96,0.01,37.56,580
9011.47,1.26,92.18,0.1,92.45,803
1670.8,1.42,24.19,0.37,28.32,565
4731.87,0.85,95.92,0.27,98.46,487
7709.06,1.46,83.48,0.28,80.12,735
4555.6,1.42,48.07,0.08,48.31,736
6140.08,1.27,49.56,0.37,54.27,820
5417.02,1.05,68.5,0.21,68.14,638
6441.79,0.51,69.81,0.25,68.18,658
2538.44,1.26,17.13,0.23,8.7,553
6202.82,1.42,51.13,0.09,52.92,662
9885.38,0.95,21.77,0.45,15.11,1033
2745.02,0.72,35.75,0.11,38.5,640
1602.54,1.24,95.42,0.42,97.87,530
4526.11,1.1,72.99,0.29,75.04,646
4369.26,1.5,38.54,0.24,37.89,633
2131.63,0.68,16.45,0.26,18.61,562
6143.28,0.82,66.28,0.11,63.94,725
4938.33,1.35,53.37,0.08,59.08,579
8531.98,1.16,17.47,0.31,19.8,927
4806.62,1.33,89.23,0.42,91.53,596
9870.97,1.19,61.26,0.13,56.59,932
8018.64,0.72,43.26,0.09,46.63,865
5387.06,1.1,10.56,0.32,14.56,891
5969.75,1.44,12.99,0.17,17.13,884
8800.76,1.15,99.12,0.09,100.69,772
7967.39,1.15,22.45,0.41,24.98,919
6919.62,1.33,74.35,0.34,73.52,825
3401.29,1.21,74.28,0.09,76.52,539
4693.12,1.31,66.82,0.09,69.17,625
8084.66,0.79,29.51,0.45,25.31,881
6647.19,1.03,39.48,0.2,36.61,799
9608.49,1.37,92.99,0.33,85.09,853
8855.96,1.14,31.69,0.01,30.17,955
4843.84,0.83,28.85,0.18,24.38,768
3644.36,0.78,58.32,0.27,66.37,595
2116.62,1.27,95.25,0.22,101.73,396
4668.65,1.19,99.24,0.26,99.73,559
3040.14,0.99,42.59,0.14,39.8,642
1150.35,0.7,86.75,0.31,88.57,475
2243.93,0.79,95.22,0.08,98.64,523
5077.1,1.38,50.73,0.04,54.65,695
9031.75,0.84,57.74,0.05,51.57,919
3888.64,1.02,88.39,0.33,89.43,614
4970.08,0.82,25.49,0.43,22.17,718
4456.66,1.29,93.39,0.18,86.34,615
4320.77,0.7,16.34,0.47,14.43,618
7503.75,1.33,66.7,0.17,64.77,678
5554.28,0.95,61.88,0.45,53.03,704
4675.99,0.94,60.92,0.43,51.83,719
9489.9,1.42,12.07,0.11,9.79,1007
3486.59,0.74,32.95,0.29,33.55,606
8495.65,1.28,56.28,0.01,57.98,756
5635.05,1.47,93.29,0.31,87.31,680
4975.2,1.46,92.86,0.02,90.15,579
1566.69,1.25,17.1,0.38,17.74,546
8726.43,0.77,22.21,0.3,34.37,816
3435.96,1.4,61.53,0.14,65.64,504
7114.2,0.91,82.63,0.23,86.6,773
8870.3,0.89,82.01,0.36,70.18,749
5825.23,0.89,42.29,0.35,45.11,684
6766.01,0.56,11.62,0.18,13.97,734
4061.64,0.86,38.67,0.29,45.17,673
7538.85,1.42,10.85,0.16,10.02,878
6909.43,0.77,32.36,0.33,29.35,804
5003.07,0.8,74.22,0.14,62.89,666
6711.42,1.28,10.47,0.14,6.3,899
3363.94,0.56,33.28,0.29,30.25,646
6920.38,1.32,67.84,0.03,75.63,654
7054.67,1.36,31.95,0.44,30.94,861
5003.99,0.64,33.84,0.12,29.76,699
3244.36,0.74,78.09,0.25,80.94,501
8227.59,1.22,25.54,0.18,17.99,965
7787.14,0.97,74.86,0.22,74.81,705
1513.83,0.81,93.57,0.46,87.27,393
5448.41,0.9,53.92,0.05,51.43,785
1829.0,1.28,18.68,0.43,19.75,622
3876.06,0.62,16.92,0.34,7.89,702
4800.15,1.28,19.79,0.39,14.65,649
2591.98,0.77,13.56,0.11,13.4,627
5220.12,1.27,96.02,0.03,87.2,663
7355.99,1.45,35.89,0.27,40.69,745
4932.69,1.43,31.38,0.35,23.41,725
3107.26,1.49,23.65,0.47,28.93,662
4733.36,0.72,27.0,0.07,29.22,702
6331.66,1.47,75.79,0.01,75.4,794
9427.53,0.7,32.43,0.24,32.13,901
5495.0,0.55,24.12,0.26,27.88,776
8990.77,0.67,89.89,0.48,85.38,756
9861.0,0.52,39.42,0.22,42.74,891
6031.17,0.51,23.36,0.43,23.67,784
2323.62,1.1,97.7,0.47,95.66,336
8877.82,0.54,65.85,0.03,70.11,787
8761.21,0.79,55.36,0.14,53.47,931
8817.05,0.95,70.33,0.11,73.86,834
9554.94,0.72,42.51,0.26,45.91,845
3487.92,1.45,81.59,0.37,81.8,509
4000.88,0.81,53.71,0.24,55.83,477
7183.87,0.52,24.44,0.16,24.82,851
6075.13,0.9,83.1,0.15,79.25,670
8815.32,0.61,40.32,0.03,40.89,875
3290.56,1.35,65.96,0.3,64.52,640
6925.68,1.04,41.12,0.3,41.08,788
9463.69,0.59,37.24,0.36,37.24,945
2942.85,0.87,10.44,0.25,12.49,648
3761.92,0.87,91.75,0.15,87.93,542
4666.76,1.27,14.67,0.29,11.39,702
1783.85,1.47,74.6,0.3,73.61,351
2591.83,0.81,65.0,0.24,61.05,553
4438.84,0.72,12.12,0.19,17.06,618
1669.54,1.24,74.04,0.17,79.89,417
4263.8,1.01,28.04,0.15,33.89,580
3197.28,1.24,52.73,0.18,55.28,614
8780.6,0.55,65.07,0.26,66.5,820
6476.44,1.5,12.74,0.45,12.23,763
9086.41,0.98,85.03,0.05,85.85,774
2825.98,1.33,47.75,0.06,47.72,532
1734.92,0.68,21.94,0.33,19.22,599
4186.42,0.66,50.31,0.02,49.66,543
1507.83,0.86,60.36,0.14,58.84,412
8951.63,0.74,24.73,0.3,29.33,843
2693.37,0.66,65.46,0.04,61.34,539
2269.65,0.6,63.82,0.06,64.04,457
8090.04,0.6,39.83,0.1,36.97,731
7411.66,0.67,47.03,0.38,43.18,851
1512.6,0.6,58.51,0.08,56.54,444
5586.09,1.05,42.24,0.31,37.31,748
5039.65,1.35,49.55,0.42,50.53,682
4481.72,1.35,37.2,0.44,44.08,638
2140.3,1.45,73.19,0.13,74.55,544
8086.17,0.92,82.71,0.23,79.62,722
3159.6,1.32,59.07,0.2,55.58,531
5124.12,1.21,12.51,0.34,4.77,771
8929.58,1.42,21.29,0.19,13.58,886
3864.18,1.11,59.59,0.42,60.35,573
1321.59,0.69,74.28,0.49,78.65,408
9002.19,1.31,86.59,0.46,84.9,789
5445.02,0.69,41.46,0.41,39.24,692
5473.57,0.93,24.72,0.26,16.66,754
5962.74,1.21,27.26,0.19,22.91,803
2619.41,1.38,80.05,0.45,83.47,413
7433.98,0.78,35.67,0.05,42.19,659
3082.43,0.65,15.19,0.05,12.0,677
3710.33,1.12,87.85,0.23,92.5,452
6680.7,0.89,57.72,0.27,61.04,719
7747.81,1.15,98.67,0.23,99.58,670
7575.55,1.35,60.29,0.17,53.32,776
1748.34,0.99,31.04,0.45,35.77,466
7791.19,0.58,80.93,0.46,84.72,751
6964.53,1.43,73.56,0.3,73.39,767
6445.86,0.79,58.09,0.42,56.54,724
9701.87,1.47,83.35,0.31,80.05,915
4121.43,1.34,81.84,0.26,82.38,675
7147.78,0.82,30.63,0.35,24.65,854
6159.11,0.92,69.05,0.44,71.36,695
4491.64,0.58,35.03,0.34,36.29,655
8094.16,1.28,90.19,0.14,90.98,656
4628.33,0.81,17.9,0.0,21.98,773
6027.0,0.67,78.87,0.38,84.33,626
6045.65,1.31,27.04,0.36,26.32,714
5601.95,1.34,36.92,0.1,39.49,806
5116.62,0.87,33.3,0.37,30.32,698
2510.01,0.76,66.13,0.26,64.8,528
3167.61,1.16,17.73,0.41,18.82,660
2111.53,0.79,31.35,0.26,29.44,521
7511.42,1.01,69.37,0.03,73.03,671
7698.65,1.14,26.55,0.15,32.63,887
6746.76,1.12,23.5,0.47,18.63,773
9258.79,1.2,97.51,0.01,92.17,915
3384.68,0.87,96.91,0.11,96.16,445
8389.22,1.04,87.63,0.4,96.43,666
2672.5,0.66,13.19,0.33,16.56,649
1610.4,0.67,90.07,0.27,93.58,377
1001.16,1.08,73.59,0.16,73.47,421
6225.7,0.79,48.27,0.26,52.4,595
8008.66,0.5,22.41,0.1,24.11,849
8406.88,1.31,15.76,0.03,16.03,870
5235.89,0.66,63.9,0.15,70.13,635
1528.48,1.05,11.2,0.28,7.32,611
1321.86,0.94,19.1,0.42,21.54,489
9256.16,0.69,60.59,0.02,64.75,886
1836.46,1.01,95.77,0.28,100.17,450
8061.98,1.19,96.42,0.3,93.87,749
1626.1,0.79,36.74,0.1,41.34,437
2650.14,1.23,29.82,0.16,31.44,632
2465.8,1.36,34.41,0.04,27.1,604
3493.96,1.03,55.5,0.36,63.12,608
4650.67,0.57,79.75,0.0,78.28,571
2122.53,0.52,24.8,0.13,33.18,501
9758.43,0.71,70.14,0.21,64.88,829
1018.03,1.49,60.64,0.4,57.51,486
7949.07,1.07,55.78,0.19,51.37,946
5738.57,1.16,83.41,0.34,85.8,576
1770.19,1.15,59.79,0.21,65.12,508
2080.29,0.86,41.36,0.39,46.75,561
6309.99,0.64,97.2,0.33,94.2,636
3837.28,1.15,54.89,0.26,57.05,683
5051.7,1.37,97.24,0.03,100.31,693
5942.7,1.01,62.68,0.25,58.76,758
6160.13,1.03,77.42,0.3,82.63,652
6243.5,1.29,69.06,0.3,65.2,715
1630.46,1.24,63.97,0.02,59.15,526
7664.31,1.06,58.74,0.38,60.76,708
3641.54,0.54,75.33,0.29,79.7,488
2029.88,1.05,81.87,0.27,82.33,470
1919.81,0.99,89.93,0.31,98.59,360
3133.14,0.64,28.3,0.28,34.79,565
6658.12,1.44,47.78,0.26,41.9,761
5247.31,0.99,21.06,0.33,31.04,708
1963.67,0.78,76.18,0.12,78.89,404
1291.17,0.95,31.67,0.05,24.04,500
1221.99,1.13,76.16,0.24,79.0,462
4789.83,0.92,20.26,0.22,29.25,564
8093.25,1.17,66.95,0.1,62.51,780
6162.67,1.14,45.54,0.2,42.72,685
8287.11,0.89,30.42,0.43,32.53,884
3874.5,0.63,49.76,0.11,46.95,629
2263.07,0.8,25.49,0.43,21.02,623
8227.01,1.11,74.27,0.08,71.44,766
7550.58,0.92,44.25,0.12,41.77,791
6301.97,0.88,79.7,0.24,76.03,774
8989.84,1.28,89.41,0.28,86.97,908
6676.12,0.81,78.17,0.38,79.28,658
5732.34,1.37,46.91,0.41,50.89,679
5520.79,1.21,21.01,0.17,26.49,667
6556.38,0.71,78.33,0.26,77.48,610
5649.63,0.89,22.26,0.21,26.97,835
3454.31,0.52,74.35,0.42,73.19,560
9584.85,1.02,94.15,0.19,92.29,862
9622.55,1.37,67.32,0.14,67.13,832
2501.61,0.77,70.47,0.19,71.18,483
5775.35,0.55,51.62,0.08,48.86,739
8106.54,1.07,31.77,0.18,30.04,897
1492.98,0.62,48.04,0.02,50.26,440
2112.06,1.0,76.81,0.31,80.33,513
5904.04,0.85,79.96,0.45,80.88,569
1255.05,0.61,55.32,0.33,54.42,442
8496.93,1.08,24.45,0.13,26.95,1009
8858.49,0.75,69.15,0.11,57.37,795
7626.79,1.3,66.45,0.47,58.97,822
8401.25,0.52,15.66,0.24,13.16,899
7045.41,0.89,76.77,0.13,77.6,653
2276.8,0.84,19.07,0.13,17.24,536
1268.69,1.13,84.39,0.39,81.63,477
8632.76,0.57,67.17,0.49,65.11,726
7364.45,0.92,95.42,0.03,96.57,712
4586.15,0.99,88.14,0.18,81.93,598
8171.53,1.23,65.3,0.32,66.41,725
1479.52,0.87,27.07,0.36,26.88,457
3871.77,0.69,73.71,0.39,82.22,595
4076.65,1.12,17.67,0.12,21.54,614
1943.88,1.32,13.08,0.01,12.85,658
7675.27,0.77,53.69,0.42,54.07,864
7997.74,0.68,59.82,0.26,69.65,757
6248.53,0.83,97.57,0.09,96.65,574
4760.72,1.12,23.11,0.15,27.5,698
6463.47,0.6,82.26,0.46,83.57,537
9085.44,1.33,48.38,0.19,40.66,890
4219.77,1.09,24.95,0.25,21.87,724
4008.22,1.44,61.36,0.49,58.83,564
6604.56,1.14,51.33,0.49,57.7,694
7152.74,0.65,61.32,0.49,64.14,691
5119.74,0.81,21.92,0.37,26.05,701
8736.08,0.9,16.18,0.36,10.21,915
4170.59,0.63,11.95,0.34,7.43,708
6768.26,0.7,50.17,0.05,57.24,716
7010.16,0.88,33.94,0.49,30.28,958
3653.38,1.16,23.47,0.18,18.75,690
1169.66,0.93,33.36,0.11,33.26,547
8439.51,0.91,92.73,0.07,98.48,726
5341.76,0.61,95.08,0.02,85.15,654
1859.1,0.99,68.9,0.11,72.27,468
9618.04,0.93,75.87,0.26,76.3,930
3667.84,0.68,79.8,0.0,85.67,545
5270.21,1.5,83.56,0.03,86.48,708
5356.6,0.85,61.48,0.43,56.08,695
4337.2,1.35,79.33,0.44,78.76,612
2364.24,1.4,74.36,0.36,74.81,518
7338.62,1.33,41.12,0.47,38.08,929
2759.38,0.79,93.97,0.28,85.59,429
7140.93,0.8,43.36,0.27,48.63,793
8218.97,1.35,87.39,0.17,88.48,816
1208.19,1.16,63.51,0.29,65.85,470
7586.06,0.99,27.3,0.08,28.63,865
6742.3,1.01,81.05,0.46,76.85,648
2761.96,1.01,30.05,0.36,32.62,573
6581.74,0.57,17.93,0.2,11.96,888
4786.94,1.22,57.21,0.26,52.54,636
1761.33,1.15,56.93,0.46,55.94,511
5713.19,0.8,89.66,0.3,76.45,613
9759.57,0.64,27.87,0.14,28.19,989
6839.29,1.23,79.47,0.09,74.87,769
3974.9,0.62,82.18,0.43,83.14,567
6071.51,1.24,29.24,0.29,26.02,748
7640.21,1.21,54.0,0.15,59.31,736
2406.18,0.65,36.63,0.13,28.68,567
5759.46,1.11,97.94,0.16,96.93,639
5561.78,1.12,33.09,0.15,27.28,728
